Dates	Flow	SSC
2016-03-27	1060.000	182.000
2016-03-28	1040.000	168.000
2016-03-29	1020.000	161.500
2016-03-30	1010.000	138.500
2016-03-31	978.000	511.000
2016-04-07	354.000	23.000
2016-04-22	418.000	62.000
2016-04-26	397.000	41.000
2016-04-30	509.000	66.000
2016-05-02	529.000	57.000
2016-05-05	621.000	53.000
2016-05-13	548.000	45.000
2016-05-15	606.000	60.000
2016-05-17	639.000	46.500
2016-05-19	678.000	52.000
2016-05-21	718.000	58.000
2016-05-31	722.000	39.000
2016-10-13	19.400	5.000
2016-10-28	32.800	5.000
2016-11-15	22.000	5.000
2016-11-20	92.900	22.000
2016-11-21	63.100	32.000
2016-11-22	45.100	21.000
2016-12-10	277.000	438.333
2016-12-13	99.800	13.000
2016-12-15	1350.000	1508.333
2016-12-16	1770.000	491.833
2016-12-23	166.000	54.000
2016-12-24	292.000	74.000
2016-12-28	112.000	30.000
2017-01-04	1370.000	951.556
2017-01-05	453.000	101.500
2017-01-07	776.000	600.000
2017-01-08	11500.000	4888.000
2017-01-09	4500.000	1563.333
2017-01-10	8240.000	2706.000
2017-01-11	8050.000	1340.000
2017-01-12	4580.000	925.000
2017-01-13	3620.000	773.333
2017-01-14	3330.000	593.000
2017-01-18	3790.000	1694.500
2017-01-19	6450.000	1334.800
2017-01-20	7510.000	2063.400
2017-01-21	5360.000	594.000
2017-01-22	8770.000	2499.000
2017-01-23	5670.000	776.875
2017-01-24	4770.000	573.000
2017-01-25	3890.000	539.000
2017-01-29	3630.000	344.000
2017-01-30	3610.000	301.000
2017-01-31	3500.000	254.000
2017-02-02	3720.000	362.750
2017-02-03	5470.000	979.000
2017-02-04	4230.000	392.000
2017-02-05	3870.000	262.000
2017-02-07	10500.000	2998.000
2017-02-08	6470.000	778.750
2017-02-09	8350.000	1683.571
2017-02-10	7380.000	935.500
2017-02-20	9490.000	1900.000
2017-02-22	7180.000	1240.000
2017-02-23	6560.000	911.000
2017-02-24	6010.000	788.000
2017-02-25	5860.000	789.000
2017-03-01	4930.000	495.000
2017-03-10	3830.000	213.000
2017-03-11	3550.000	278.000
2017-03-12	3350.000	213.000
2017-03-13	3300.000	141.000
2017-03-15	3160.000	122.000
2017-03-23	1610.000	136.000
2017-04-03	679.000	20.000
2017-04-04	521.000	39.000
2017-04-25	416.000	21.000
2017-05-05	476.000	35.000
2017-05-15	508.000	22.000
2017-10-25	149.000	7.000
2017-11-03	54.700	8.000
2017-11-10	35.100	7.000
2017-11-13	23.400	5.000
2017-11-29	25.800	6.000
2017-12-01	24.300	8.000
2017-12-08	23.700	6.000
2017-12-11	24.600	7.000
2017-12-15	24.900	6.000
2017-12-24	24.900	5.000
2017-12-29	24.800	8.000
2018-01-05	30.200	9.000
2018-01-08	39.900	27.000
2018-01-09	162.000	22.000
2018-01-10	129.000	18.500
2018-01-18	31.900	15.000
2018-01-24	57.800	13.000
2018-01-25	90.400	14.000
2018-01-26	106.000	8.000
2018-02-12	26.500	3.000
2018-02-15	26.100	16.000
2018-02-28	32.000	4.000
2018-03-02	102.000	27.000
2018-03-07	42.400	8.000
2018-03-17	107.000	19.000
2018-03-22	729.000	929.556
2018-03-23	437.000	431.333
2018-03-27	113.000	16.000
2018-04-07	900.000	403.500
2018-04-08	431.000	197.500
2018-04-11	143.000	37.000
2018-04-15	76.600	16.000
2018-04-24	252.000	64.000
2018-04-27	288.000	37.000
2018-04-30	319.000	29.000
2018-05-11	690.000	82.000
2018-10-02	328.000	30.000
2018-10-05	239.000	18.667
2018-10-15	240.000	14.000
2018-10-19	97.300	13.000
2018-10-22	75.900	7.000
2018-10-26	22.900	8.000
2018-10-29	14.300	9.000
2018-11-02	12.200	6.000
2018-11-06	10.400	6.000
2018-11-29	56.500	12.000
2018-11-30	183.000	487.000
2018-12-14	9.130	13.000
2019-01-16	1660.000	3080.000
2019-01-17	4120.000	3455.000
2019-01-18	1040.000	343.000
2019-01-29	132.000	17.000
2019-02-02	879.000	1001.400
2019-02-03	902.000	452.636
2019-02-04	2040.000	1640.000
2019-02-05	788.000	254.000
2019-02-06	458.000	279.000
2019-02-12	280.000	450.000
2019-02-13	7230.000	2941.600
2019-02-14	11200.000	3916.667
2019-02-15	5440.000	1507.286
2019-02-22	3020.000	679.500
2019-02-23	2950.000	335.000
2019-02-24	2890.000	241.000
2019-02-26	9720.000	2330.000
2019-02-27	13600.000	3965.000
2019-03-01	4900.000	792.000
2019-03-04	4620.000	522.000
2019-03-05	4410.000	446.500
2019-03-06	7030.000	1825.250
2019-03-07	5300.000	788.333
2019-03-09	4710.000	699.000
2019-03-10	5080.000	600.000
2019-03-11	4690.000	565.000
2019-03-21	3410.000	193.000
2019-03-22	3250.000	164.000
2019-03-23	3500.000	209.667
2019-03-24	3170.000	144.000
2019-03-27	3840.000	406.000
2019-03-29	3600.000	213.000
2019-03-30	3380.000	140.000
2019-04-01	3190.000	234.000
2019-04-04	3030.000	303.000
2019-04-15	713.000	35.000
2019-04-17	494.000	29.000
2019-04-20	460.000	45.000
2019-04-23	424.000	66.000
2019-04-25	411.000	16.000
2019-04-28	317.000	28.000
2019-04-30	310.000	22.000
2019-05-01	299.000	7.000
