Dates	Flow
2011-04-04	466
2011-04-05	448
2011-04-06	418
2011-04-07	405
2011-04-08	408
2011-04-09	417
2011-04-10	432
2011-04-11	451
2011-04-12	468
2011-04-13	473
2011-04-14	446
2011-04-15	417
2011-04-16	403
2011-04-17	398
2011-04-18	392
2011-04-19	388
2011-04-20	382
2011-04-21	379
2011-04-22	369
2011-04-23	354
2011-04-24	328
2011-04-25	251
2011-04-26	106
2011-04-27	73
2011-04-28	44.1
2011-04-29	31.4
2011-04-30	38.8
2011-05-01	54.2
2011-05-02	53.9
2011-05-03	49.6
2011-05-04	32.8
2011-05-05	20.8
2011-05-06	14.3
2011-05-07	11.9
2011-05-08	11.8
2011-05-09	16.4
2011-05-10	17.7
2011-05-11	12.2
2011-05-12	10.5
2011-05-13	10
2011-05-14	9.01
2011-05-15	9.05
2011-05-16	10.3
2011-05-17	24.8
2011-05-18	41.8
2011-05-19	33.3
2011-05-20	15.7
2011-05-21	9.93
2011-05-22	7.36
2011-05-23	7.39
2011-05-24	6.03
2011-05-25	6.66
2011-05-26	7.23
2011-05-27	6.17
2011-05-28	5.49
2011-05-29	6.66
2011-05-30	8.98
2011-05-31	7.18
2011-06-01	5.69
2011-06-02	5.43
2011-06-03	3.99
2011-06-04	6.04
2011-06-05	8
2012-01-20	5.42
2012-01-21	27.2
2012-01-22	5.61
2012-01-23	51.1
2012-01-24	12.5
2012-01-25	5.3
2012-01-26	77.6
2012-01-27	144
2012-01-28	145
2012-01-29	46.6
2012-01-30	10.8
2012-01-31	3.36
2012-02-01	2.68
2012-02-02	2.27
2012-02-03	1.89
2012-02-04	1.69
2012-02-05	1.68
2012-02-06	1.67
2012-02-07	4.82
2012-02-08	70.3
2012-02-09	107
2012-02-10	12.6
2012-02-11	6.6
2012-02-12	6.44
2012-02-13	7.06
2012-02-14	5.76
2012-02-15	5.02
2012-02-16	4.29
2012-02-17	3.75
2012-02-18	3.55
2012-02-19	3.34
2012-02-20	3.12
2012-02-21	2.91
2012-02-22	2.9
2012-02-23	3.39
2012-02-24	3.24
2012-02-25	2.86
2012-02-26	2.71
2012-02-27	2.71
2012-02-28	5.64
2012-02-29	5.7
2012-03-01	3.06
2012-03-02	2.71
2012-03-03	2.85
2012-03-04	3.21
2012-03-05	3.38
2012-03-06	5.63
2012-03-07	3.53
2012-03-08	3.54
2012-03-09	3.33
2012-03-10	3.01
2012-03-11	2.9
2012-03-12	3.5
2012-03-13	5.15
2012-03-14	28
2012-03-15	55.2
2012-03-16	180
2012-03-17	168
2012-03-18	164
2012-03-19	159
2012-03-20	154
2012-03-21	140
2012-03-22	105
2012-03-23	53.3
2012-03-24	33.4
2012-03-25	59.5
2012-03-26	68.4
2012-03-27	109
2012-03-28	168
2012-03-29	262
2012-03-30	319
2012-03-31	323
2012-04-01	314
2012-04-02	313
2012-04-03	313
2012-04-04	309
2012-04-05	302
2012-04-06	297
2012-04-07	287
2012-04-08	275
2012-04-09	260
2012-04-10	234
2012-04-11	159
2012-04-12	117
2012-04-13	242
2012-04-14	261
2012-04-15	262
2012-04-16	259
2012-04-17	250
2012-04-18	233
2012-04-19	183
2012-04-20	113
2012-04-21	77.9
2012-04-22	64.8
2012-04-23	81.5
2012-04-24	97.9
2012-04-25	101
2012-04-26	107
2012-04-27	60.1
2012-04-28	16.2
2012-04-29	7.98
2012-04-30	5.9
2012-05-01	4.92
2012-05-02	4.23
2012-05-03	3.83
2012-05-04	3.77
2012-05-05	3.8
2012-12-01	314
2012-12-02	347
2012-12-03	521
2012-12-04	436
2012-12-05	267
2012-12-06	242
2012-12-07	207
2012-12-08	167
2012-12-09	165
2012-12-10	167
2012-12-11	174
2012-12-12	179
2012-12-13	178
2012-12-14	176
2012-12-15	176
2012-12-16	180
2012-12-17	182
2012-12-18	180
2012-12-19	181
2012-12-20	176
2012-12-21	173
2012-12-22	185
2012-12-23	174
2012-12-24	143
2012-12-25	99.1
2012-12-26	263
2012-12-27	415
2012-12-28	288
2012-12-29	246
2012-12-30	250
2012-12-31	208
2013-01-01	169
2013-01-02	165
2013-01-03	162
2013-01-04	153
2013-01-05	175
2013-01-06	179
2013-01-07	160
2013-01-08	152
2013-01-09	148
2013-01-10	152
2013-01-11	158
2013-01-12	160
2013-01-13	157
2013-01-14	155
2013-01-15	158
2013-01-16	158
2013-01-17	169
2013-01-18	157
2013-01-19	146
2013-01-20	166
2013-01-21	170
2013-01-22	164
2013-01-23	167
2013-01-24	151
2013-01-25	164
2013-01-26	155
2013-01-27	143
2013-01-28	132
2013-01-29	133
2013-01-30	272
2013-01-31	439
2013-02-01	420
2013-02-02	375
2013-02-03	218
2013-02-04	150
2013-02-05	118
2013-02-06	110
2013-02-07	103
2013-02-08	107
2013-02-09	97.4
2013-02-10	99
2013-02-11	96.6
2013-02-12	88.5
2013-02-13	85.9
2013-02-14	86.7
2013-02-15	83.8
2013-02-16	80.4
2013-02-17	78.7
2013-02-18	73.4
2013-02-19	84.5
2013-02-20	80.5
2013-02-21	71.4
2013-02-22	67.9
2013-02-23	67.5
2013-02-24	62.2
2013-02-25	38.6
2013-02-26	29.2
2013-02-27	26.4
2013-02-28	25.9
2013-03-01	25.1
2013-03-02	24.8
2013-03-03	22.9
2013-03-04	22.7
2013-03-05	21.6
2013-03-06	28.4
2013-03-07	33.1
2013-03-08	40
2013-03-09	43.5
2013-03-10	37.3
2013-03-11	34.4
2013-03-12	31.3
2013-03-13	29.6
2013-03-14	24.3
2013-03-15	14.2
2013-03-16	12.6
2013-03-17	12.5
2013-03-18	12.5
2013-03-19	12.5
2013-03-20	14.8
2013-03-21	12.5
2013-03-22	12.6
2013-03-23	12.5
2013-03-24	12.5
2013-03-25	12.5
2013-03-26	12.5
2013-03-27	12.5
2013-03-28	12.5
2013-03-29	12.5
2013-03-30	12.6
2013-03-31	31.2
2013-04-01	19.7
2013-04-02	0.23
2013-04-03	0.23
2013-04-04	2.54
2013-04-05	0.22
2013-04-06	0.23
2013-04-07	0.23
2013-04-08	0.23
2013-04-09	0.23
2013-04-10	0.23
2013-04-11	0.23
2013-04-12	0.23
2013-04-13	0.23
2013-04-14	0.23
2013-04-15	0.23
2013-04-16	0.23
2013-04-17	0.38
2013-04-18	0.25
2013-04-19	0.22
2013-04-20	0.56
2013-04-21	0.35
2013-04-22	0.61
2013-04-23	1.2
2014-03-04	5
2014-03-05	8.05
2014-03-06	16.2
2014-03-07	18.8
2014-03-08	16.7
2014-03-09	13.1
2014-03-10	10.2
2014-03-11	7.2
2014-03-12	7.4
2014-03-13	7.17
2014-03-14	6.93
2014-03-15	6.54
2014-03-16	6.41
2014-03-17	4
2014-03-18	2
2014-03-19	1
2014-03-20	0
2014-03-21	0
2014-03-22	0
2014-03-23	0
2014-03-24	0
2014-03-25	0
2014-03-26	0
2014-03-27	0
2014-03-28	1
2014-03-29	2
2014-03-30	3
2014-03-31	4
2014-04-01	8
2014-04-02	14.6
2014-04-03	8.58
2014-04-04	7.82
2014-04-05	11.2
2014-04-06	10.3
2014-04-07	9.21
2014-04-08	7.38
2014-04-09	3
2014-04-10	1
2014-04-11	0
2014-04-12	0
2014-04-13	0
2014-04-14	0
2014-04-15	0
2014-04-16	0
2014-04-17	0
2014-04-18	0
2014-04-19	0
2014-04-20	0
2014-04-21	0
2014-04-22	0
2014-04-23	1
2014-04-24	3
2014-04-25	7
2014-04-26	8.72
2014-04-27	7.39
2014-04-28	6.4
2014-04-29	3
2014-04-30	1
2014-05-01	0
2014-05-02	0
2014-05-03	0
2014-05-04	0
2014-05-05	0
2014-05-06	0
2014-05-07	0
2014-05-08	0
2014-05-09	0
2014-05-10	0
2014-05-11	0
2014-05-12	0
2014-05-13	0
2014-05-14	0
2014-05-15	0
2014-05-16	0
2014-05-17	0
2014-05-18	0
2014-05-19	0
2014-05-20	0
2014-05-21	0
2014-05-22	0
2014-05-23	0
2014-05-24	0
2014-05-25	0
2014-05-26	0
2014-05-27	0
2014-05-28	0
2014-05-29	0
2014-05-30	0
2014-05-31	0
2014-06-01	0
2014-06-02	0
2014-10-15	0
2014-10-16	0
2014-10-17	0
2014-10-18	0
2014-10-19	0
2014-10-20	0
2014-10-21	0
2014-10-22	0
2014-10-23	0
2014-10-24	0
2014-10-25	0
2014-10-26	0
2014-10-27	0
2014-10-28	0
2014-10-29	0
2014-10-30	0
2014-10-31	0
2014-11-01	0
2014-11-02	0
2014-11-03	0
2014-11-04	0
2014-11-05	0
2014-11-06	0
2014-11-07	0
2014-11-08	0
2014-11-09	0
2014-11-10	0
2014-11-11	0
2014-11-12	0
2014-11-13	0
2014-11-14	0
2014-11-15	0
2014-11-16	0
2014-11-17	0
2014-11-18	0
2014-11-19	0
2014-11-20	0
2014-11-21	0
2014-11-22	0
2014-11-23	0
2014-11-24	0
2014-11-25	0
2014-11-26	0
2014-11-27	0
2014-11-28	0
2014-11-29	0
2014-11-30	0
2014-12-01	0
2014-12-02	0
2014-12-03	39.3
2014-12-04	13
2014-12-05	3.89
2014-12-06	4.88
2014-12-07	1.39
2014-12-08	0.85
2014-12-09	0.07
2014-12-10	0.07
2014-12-11	21
2014-12-12	95.7
2014-12-13	34.8
2014-12-14	5.6
2014-12-15	9.5
2014-12-16	12
2014-12-17	19
2014-12-18	9.66
2014-12-19	11
2014-12-20	9.17
2014-12-21	6.14
2014-12-22	4.19
2014-12-23	3.9
2014-12-24	4.14
2014-12-25	5.72
2014-12-26	6.27
2014-12-27	4.78
2014-12-28	4.7
2014-12-29	5.1
2014-12-30	4.64
2014-12-31	4.29
2015-01-01	4.9
2015-01-02	4.4
2015-01-03	4.48
2015-01-04	4.8
2015-01-05	4.73
2015-01-06	3.2
2015-01-07	0
2015-01-08	0
2015-01-09	0
2015-01-10	0
2015-01-11	0
2015-01-12	0
2015-01-13	86.8
2015-01-14	30.3
2015-01-15	29.3
2015-01-16	27.7
2015-01-17	26.6
2015-01-18	26.2
2015-01-19	26.4
2015-01-20	27.3
2015-01-21	28.5
2015-01-22	51.2
2015-01-23	93.5
2015-01-24	87.4
2015-01-25	83
2015-01-26	80.8
2015-01-27	273
2015-01-28	304
2015-01-29	59.2
2015-01-30	11
2015-01-31	10.5
2015-02-01	10.8
2015-02-02	9.7
2015-02-03	10.1
2015-02-04	6.26
2015-02-05	4.98
2015-02-06	32.9
2015-02-07	230
2015-02-08	538
2015-02-09	494
2015-02-10	475
2015-02-11	470
2015-02-12	464
2015-02-13	458
2015-02-14	444
2015-02-15	421
2015-02-16	378
2015-02-17	263
2015-02-18	162
2015-02-19	107
2015-02-20	73.9
2015-02-21	55.4
2015-02-22	43.2
2015-02-23	33.3
2015-02-24	25.5
2015-02-25	21.3
2015-02-26	15.2
2015-02-27	8.46
2015-02-28	4.75
2015-03-01	3.88
2015-03-02	3.66
2015-03-03	3.65
2015-03-04	3.39
2015-03-05	3.25
2015-03-06	3.18
2015-03-07	3.13
2015-03-08	2.6
2015-03-09	3.01
2015-03-10	2.95
2015-03-11	3.33
2015-03-12	0
2015-03-13	0
2015-03-14	2.6
2015-03-15	3.25
2015-03-16	3.19
2015-03-17	3.28
2015-03-18	2.93
2015-03-19	3.05
2015-03-20	0
2015-03-21	0
2015-03-22	0
2015-03-23	0
2015-03-24	3
2015-03-25	0
2015-03-26	0
2015-03-27	0
2015-03-28	0
2015-03-29	0
2015-03-30	0
2015-03-31	0
2015-04-01	5.17
2015-04-02	3.3
2015-04-03	0
2015-04-04	0
2015-04-05	0
2015-04-06	0
2015-04-07	26
2015-04-08	6.74
2015-04-09	3.1
2015-04-10	0
2015-04-11	0
2015-04-12	0
2015-04-13	0
2015-04-14	0
2015-04-15	0
2015-04-16	0
2015-04-17	0
2015-04-18	0
2015-04-19	0
2015-04-20	0
2015-04-21	0
2015-04-22	0
2015-04-23	0
2015-04-24	0
2015-04-25	0
2015-04-26	0
2015-04-27	0
2015-04-28	0
2015-04-29	0
2015-04-30	0
2015-10-01	0
2015-10-02	0
2015-10-03	0
2015-10-04	0
2015-10-05	0
2015-10-06	0
2015-10-07	0
2015-10-08	0
2015-10-09	0
2015-10-10	0
2015-10-11	0
2015-10-12	0
2015-10-13	0
2015-10-14	0
2015-10-15	0
2015-10-16	0
2015-10-17	0
2015-10-18	0
2015-10-19	0
2015-10-20	0
2015-10-21	0
2015-10-22	0
2015-10-23	0
2015-10-24	0
2015-10-25	0
2015-10-26	0
2015-10-27	0
2015-10-28	0
2015-10-29	0
2015-10-30	0
2015-10-31	0
2015-11-01	0
2015-11-02	0
2015-11-03	0
2015-11-04	0
2015-11-05	0
2015-11-06	0
2015-11-07	0
2015-11-08	0
2015-11-09	0
2015-11-10	0
2015-11-11	0
2015-11-12	0
2015-11-13	0
2015-11-14	0
2015-11-15	0
2015-11-16	0
2015-11-17	0
2015-11-18	0
2015-11-19	0
2015-11-20	0
2015-11-21	0
2015-11-22	0
2015-11-23	0
2015-11-24	0
2015-11-25	0
2015-11-26	0
2015-11-27	0
2015-11-28	0
2015-11-29	0
2015-11-30	0
2015-12-01	0
2015-12-02	0
2015-12-03	0
2015-12-04	0
2015-12-05	0
2015-12-06	0
2015-12-07	0
2015-12-08	0
2015-12-09	0
2015-12-10	0
2015-12-11	0
2015-12-12	0
2015-12-13	0
2015-12-14	0
2015-12-15	0
2015-12-16	0
2015-12-17	0
2015-12-18	0
2015-12-19	0
2015-12-20	0
2015-12-21	0
2015-12-22	0
2015-12-23	0
2015-12-24	0
2015-12-25	0
2015-12-26	0
2015-12-27	0
2015-12-28	0
2015-12-29	0
2015-12-30	0
2015-12-31	0
2016-01-01	0
2016-01-02	0
2016-01-03	0
2016-01-04	0
2016-01-05	0
2016-01-06	0
2016-01-07	0
2016-01-08	0
2016-01-09	0
2016-01-10	0
2016-01-11	0
2016-01-12	0
2016-01-13	0
2016-01-14	0
2016-01-15	0.02
2016-01-16	8.72
2016-01-17	82.6
2016-01-18	69
2016-01-19	57
2016-01-20	158
2016-01-21	107
2016-01-22	97
2016-01-23	56.1
2016-01-24	55
2016-01-25	54.7
2016-01-26	54.4
2016-01-27	53.6
2016-01-28	55
2016-01-29	52.8
2016-01-30	53.1
2016-01-31	53.1
2016-02-01	280
2016-02-02	495
2016-02-03	436
2016-02-04	264
2016-02-05	105
2016-02-06	48.3
2016-02-07	22.3
2016-02-08	11.2
2016-02-09	5.3
2016-02-10	1.98
2016-02-11	0.4
2016-02-12	0
2016-02-13	0
2016-02-14	0
2016-02-15	0
2016-02-16	0
2016-02-17	0
2016-02-18	0
2016-02-19	0
2016-02-20	0
2016-02-21	0
2016-02-22	0
2016-02-23	0
2016-02-24	0
2016-02-25	0
2016-02-26	0
2016-02-27	0
2016-02-28	0
2016-02-29	0
2016-03-01	0
2016-03-02	0
2016-03-03	0
2016-03-04	8.23
2016-03-05	46.6
2016-03-06	221
2016-03-07	534
2016-03-08	552
2016-03-09	553
2016-03-10	553
2016-03-11	577
2016-03-12	592
2016-03-13	590
2016-03-14	590
2016-03-15	580
2016-03-16	570
2016-03-17	560
2016-03-18	550
2016-03-19	540
2016-03-20	530
2016-03-21	528
2016-03-22	526
2016-03-23	524
2016-03-24	522
2016-03-25	519
2016-03-26	517
2016-03-27	516
2016-03-28	515
2016-03-29	514
2016-03-30	512
2016-03-31	512
2016-04-01	510
2016-04-02	505
2016-04-03	498
2016-04-04	491
2016-04-05	485
2016-04-06	469
2016-04-07	434
2016-04-08	334
2016-04-09	208
2016-04-10	157
2016-04-11	140
2016-04-12	125
2016-04-13	106
2016-04-14	85.7
2016-04-15	63.8
2016-04-16	42.3
2016-04-17	18.9
2016-04-18	7.91
2016-04-19	2.47
2016-04-20	0.99
2016-04-21	0.89
2016-04-22	0.89
2016-04-23	0.17
2016-04-24	0.04
2016-04-25	0
2016-04-26	0.01
2016-04-27	0
2016-04-28	0
2016-04-29	0
2016-04-30	0
2016-10-01	0
2016-10-02	0
2016-10-03	0
2016-10-04	0
2016-10-05	0
2016-10-06	0
2016-10-07	0
2016-10-08	0
2016-10-09	0
2016-10-10	0
2016-10-11	0
2016-10-12	0
2016-10-13	0
2016-10-14	0
2016-10-15	0
2016-10-16	0
2016-10-17	0
2016-10-18	0
2016-10-19	0
2016-10-20	0
2016-10-21	0
2016-10-22	0
2016-10-23	0
2016-10-24	0
2016-10-25	0
2016-10-26	0
2016-10-27	0
2016-10-28	0
2016-10-29	0
2016-10-30	0
2016-10-31	0
2016-11-01	0
2016-11-02	0
2016-11-03	0
2016-11-04	0
2016-11-05	0
2016-11-06	0
2016-11-07	0
2016-11-08	0
2016-11-09	0
2016-11-10	0
2016-11-11	0
2016-11-12	0
2016-11-13	0
2016-11-14	0
2016-11-15	0
2016-11-16	0
2016-11-17	0
2016-11-18	0
2016-11-19	0
2016-11-20	0
2016-11-21	0
2016-11-22	0
2016-11-23	0
2016-11-24	0
2016-11-25	0
2016-11-26	0
2016-11-27	0
2016-11-28	0
2016-11-29	0
2016-11-30	0
2016-12-01	0
2016-12-02	0
2016-12-03	0
2016-12-04	0
2016-12-05	0
2016-12-06	0
2016-12-07	0
2016-12-08	0
2016-12-09	0
2016-12-10	0
2016-12-11	0
2016-12-12	0
2016-12-13	0
2016-12-14	0.47
2016-12-15	50.2
2016-12-16	157
2016-12-17	184
2016-12-18	0.6
2016-12-19	0.59
2016-12-20	0.59
2016-12-21	0.58
2016-12-22	0.58
2016-12-23	0.57
2016-12-24	0.57
2016-12-25	0.56
2016-12-26	0.56
2016-12-27	0.56
2016-12-28	0.59
2016-12-29	0.63
2016-12-30	0.64
2016-12-31	0.63
2017-01-01	0.57
2017-01-02	0.59
2017-01-03	0.63
2017-01-04	0.68
2017-01-05	0.74
2017-01-06	0.73
2017-01-07	0.74
2017-01-08	0.75
2017-01-09	0.75
2017-01-10	0.75
2017-01-11	0.75
2017-01-12	0.75
2017-01-13	0.75
2017-01-14	0.74
2017-01-15	0.74
2017-01-16	0.74
2017-01-17	0.74
2017-01-18	0.74
2017-01-19	0.74
2017-01-20	0.74
2017-01-21	0.74
2017-01-22	0.74
2017-01-23	0.74
2017-01-24	0.74
2017-01-25	0.74
2017-01-26	0.73
2017-01-27	0.73
2017-01-28	0.73
2017-01-29	0.73
2017-01-30	0.73
2017-01-31	0.73
2017-02-01	0.73
2017-02-02	0.73
2017-02-03	0.73
2017-02-04	0.73
2017-02-05	0.73
2017-02-06	0.73
2017-02-07	0.72
2017-02-08	0.72
2017-02-09	0.72
2017-02-10	0.72
2017-02-11	0.72
2017-02-12	0.72
2017-02-13	0.72
2017-02-14	0.72
2017-02-15	0.72
2017-02-16	0.72
2017-02-17	0.72
2017-02-18	0.72
2017-02-19	0.72
2017-02-20	0.71
2017-02-21	0.71
2017-02-22	0.71
2017-02-23	0.71
2017-02-24	0.71
2017-02-25	0.71
2017-02-26	0.71
2017-02-27	0.71
2017-02-28	0.71
2017-03-01	0.71
2017-03-02	0.71
2017-03-03	0.71
2017-03-04	0.7
2017-03-05	0.7
2017-03-06	0.7
2017-03-07	0.7
2017-03-08	0.7
2017-03-09	88.6
2017-03-10	236
2017-03-11	236
2017-03-12	236
2017-03-13	236
2017-03-14	236
2017-03-15	236
2017-03-16	236
2017-03-17	236
2017-03-18	236
2017-03-19	236
2017-03-20	236
2017-03-21	235
2017-03-22	233
2017-03-23	230
2017-03-24	229
2017-03-25	230
2017-03-26	229
2017-03-27	229
2017-03-28	231
2017-03-29	234
2017-03-30	236
2017-03-31	236
2017-04-01	235
2017-04-02	234
2017-04-03	233
2017-04-04	232
2017-04-05	231
2017-04-06	228
2017-04-07	225
2017-04-08	234
2017-04-09	236
2017-04-10	236
2017-04-11	235
2017-04-12	235
2017-04-13	235
2017-04-14	236
2017-04-15	236
2017-04-16	233
2017-04-17	232
2017-04-18	232
2017-04-19	231
2017-04-20	229
2017-04-21	228
2017-04-22	228
2017-04-23	228
2017-04-24	227
2017-04-25	226
2017-04-26	223
2017-04-27	218
2017-04-28	207
2017-04-29	190
2017-04-30	177
2017-05-01	175
2017-05-02	165
2017-05-03	166
2017-10-01	0
2017-10-02	0
2017-10-03	0
2017-10-04	0
2017-10-05	0
2017-10-06	0
2017-10-07	0
2017-10-08	0
2017-10-09	0
2017-10-10	0
2017-10-11	0
2017-10-12	0
2017-10-13	0
2017-10-14	0
2017-10-15	0
2017-10-16	0
2017-10-17	0
2017-10-18	0
2017-10-19	0
2017-10-20	0
2017-10-21	0
2017-10-22	0
2017-10-23	0
2017-10-24	0
2017-10-25	0
2017-10-26	0
2017-10-27	0
2017-10-28	0
2017-10-29	0
2017-10-30	0
2017-10-31	0
2017-11-01	0
2017-11-02	0
2017-11-03	0
2017-11-04	0
2017-11-05	0
2017-11-06	0
2017-11-07	0
2017-11-08	0
2017-11-09	0
2017-11-10	0
2017-11-11	0
2017-11-12	0
2017-11-13	0
2017-11-14	0
2017-11-15	0
2017-11-16	0
2017-11-17	0
2017-11-18	0
2017-11-19	0
2017-11-20	0
2017-11-21	0
2017-11-22	0
2017-11-23	0
2017-11-24	0
2017-11-25	0
2017-11-26	0
2017-11-27	0
2017-11-28	0
2017-11-29	0
2017-11-30	0
2017-12-01	0
2017-12-02	0
2017-12-03	0
2017-12-04	0
2017-12-05	0
2017-12-06	0
2017-12-07	0
2017-12-08	0
2017-12-09	0
2017-12-10	0
2017-12-11	0
2017-12-12	0
2017-12-13	0
2017-12-14	0
2017-12-15	0
2017-12-16	0
2017-12-17	0
2017-12-18	0
2017-12-19	0
2017-12-20	0
2017-12-21	0
2017-12-22	0
2017-12-23	0
2017-12-24	0
2017-12-25	0
2017-12-26	0
2017-12-27	0
2017-12-28	0
2017-12-29	0
2017-12-30	0
2017-12-31	0
2018-01-01	0
2018-01-02	0
2018-01-03	0
2018-01-04	0
2018-01-05	0
2018-01-06	0
2018-01-07	0
2018-01-08	0
2018-01-09	0
2018-01-10	21.3
2018-01-11	54
2018-01-12	56.8
2018-01-13	48.3
2018-01-14	40.7
2018-01-15	35.2
2018-01-16	29.8
2018-01-17	25.3
2018-01-18	20.9
2018-01-19	18.4
2018-01-20	15.9
2018-01-21	12.3
2018-01-22	13.7
2018-01-23	17.2
2018-01-24	16.3
2018-01-25	21.5
2018-01-26	20.9
2018-01-27	25.3
2018-01-28	27.4
2018-01-29	26.6
2018-01-30	24.9
2018-01-31	23.3
2018-02-01	21.1
2018-02-02	17.8
2018-02-03	14.3
2018-02-04	11.1
2018-02-05	8.32
2018-02-06	5.61
2018-02-07	3.08
2018-02-08	2.49
2018-02-09	1.75
2018-02-10	1.23
2018-02-11	0.46
2018-02-12	0.17
2018-02-13	0.01
2018-02-14	0
2018-02-15	0
2018-02-16	0
2018-02-17	0.01
2018-02-18	0
2018-02-19	0
2018-02-20	0
2018-02-21	0
2018-02-22	0.64
2018-02-23	0.13
2018-02-24	0
2018-02-25	0
2018-02-26	4.89
2018-02-27	2.87
2018-02-28	0.02
2018-03-01	74.5
2018-03-02	12.1
2018-03-03	0.18
2018-03-04	0
2018-03-05	0.02
